PMP2,13.2347
ARK1,8.98824
SNC1,11.1856
SWI1,8.88728
YDR261W-B,12.5064
COX8,10.1405
YLR154W-F,10.6303
NHP6B,11.8639
RAD28,8.05457
RTC1,7.077
PUP2,12.5774
KRE1,11.7278
ERD2,9.46022
KSH1,11.1945
YBR255C-A,8.23745
FRQ1,10.8126
YBL005W-A,12.2129
HDA1,7.62966
ARC18,11.0944
ATP16,11.2321
COX13,10.9355
ERO1,11.6036
EGT2,12.08
EGT2,12.08
YCL002C,8.78671
